question_id,ans_neutral,ans_affective,conf_shift,answer_flip,score,raw_response_neutral,raw_response_affective
gpqa_059,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_061,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_064,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 8}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_065,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_069,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 8}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_073,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_074,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_075,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_076,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 8}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_078,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_080,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_082,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_083,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_084,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 8}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_087,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_088,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_090,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_094,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_097,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_098,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_099,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_100,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_101,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_102,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_103,B,B,0.0,0.0,1.0,"```json
{""answer"": ""B"", ""confidence"": 9}
```","```json
{""answer"": ""B"", ""confidence"": 9}
```"
gpqa_104,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_106,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_110,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_113,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_114,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
gpqa_116,A,A,0.0,0.0,1.0,"```json
{""answer"": ""A"", ""confidence"": 9}
```","```json
{""answer"": ""A"", ""confidence"": 9}
```"
