question_id,is_signal,said_yes,confidence,judgment_correct,raw_response
gpqa_084,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_084,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_087,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_087,False,False,2,True,"{""judgment"": ""no"", ""confidence"": 2}"
gpqa_088,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_088,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_090,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_090,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_094,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_094,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_097,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_097,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_098,True,True,3,True,"{""judgment"": ""yes"", ""confidence"": 3}"
gpqa_098,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_099,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_099,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_100,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_100,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_101,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_101,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_102,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_102,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_103,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_103,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_104,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_104,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_106,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_106,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_110,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_110,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_113,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_113,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_114,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_114,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_116,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_116,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_117,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_117,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_118,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_118,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_119,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_119,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_125,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_125,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_127,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_127,False,True,4,False,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_129,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_129,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
gpqa_131,True,True,4,True,"{""judgment"": ""yes"", ""confidence"": 4}"
gpqa_131,False,False,3,True,"{""judgment"": ""no"", ""confidence"": 3}"
