question_id,norm_entropy,difficulty,calibration_error,answer_correct,score,raw_response
gpqa_088,0.8402,0.8889,0.0487,False,0.7611,"{""A"": 20, ""B"": 50, ""C"": 25, ""D"": 5, ""most_likely"": ""B""}"
gpqa_090,0.7452,0.7778,0.0326,True,0.9739,"{""A"": 60, ""B"": 10, ""C"": 25, ""D"": 5, ""most_likely"": ""A""}"
gpqa_094,0.7083,0.7778,0.0695,True,0.9444,"{""A"": 20, ""B"": 65, ""C"": 10, ""D"": 5, ""most_likely"": ""B""}"
gpqa_097,0.7083,0.8889,0.1806,False,0.6555,"{""A"": 20, ""B"": 10, ""C"": 65, ""D"": 5, ""most_likely"": ""C""}"
gpqa_098,0.7452,0.8889,0.1437,False,0.6851,"{""A"": 25, ""B"": 10, ""C"": 60, ""D"": 5, ""most_likely"": ""C""}"
gpqa_099,0.511,0.8889,0.3779,True,0.6977,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_100,0.511,0.7778,0.2668,True,0.7865,"{""A"": 80, ""B"": 5, ""C"": 10, ""D"": 5, ""most_likely"": ""A""}"
gpqa_101,0.7719,0.625,0.1469,True,0.8825,"{""A"": 30, ""B"": 10, ""C"": 55, ""D"": 5, ""most_likely"": ""C""}"
gpqa_102,0.577,0.7778,0.2008,True,0.8394,"{""A"": 15, ""B"": 5, ""C"": 75, ""D"": 5, ""most_likely"": ""C""}"
gpqa_103,0.511,0.8889,0.3779,False,0.4977,"{""A"": 10, ""B"": 80, ""C"": 5, ""D"": 5, ""most_likely"": ""B""}"
gpqa_104,0.511,0.7778,0.2668,False,0.5865,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_106,0.6185,0.8889,0.2704,False,0.5836,"{""A"": 35, ""B"": 60, ""C"": 3, ""D"": 2, ""most_likely"": ""B""}"
gpqa_110,0.6977,0.875,0.1773,False,0.6582,"{""A"": 30, ""B"": 60, ""C"": 5, ""D"": 5, ""most_likely"": ""B""}"
gpqa_113,0.511,0.625,0.114,False,0.7088,"{""A"": 10, ""B"": 80, ""C"": 5, ""D"": 5, ""most_likely"": ""B""}"
gpqa_114,0.6284,0.8889,0.2605,False,0.5916,"{""A"": 20, ""B"": 5, ""C"": 70, ""D"": 5, ""most_likely"": ""C""}"
gpqa_116,0.2845,0.7778,0.4933,False,0.4054,"{""A"": 5, ""B"": 90, ""C"": 5, ""D"": 0, ""most_likely"": ""B""}"
gpqa_117,0.6681,0.8889,0.2208,True,0.8233,"{""A"": 25, ""B"": 65, ""C"": 5, ""D"": 5, ""most_likely"": ""B""}"
gpqa_118,0.5959,0.8889,0.293,False,0.5656,"{""A"": 10, ""B"": 75, ""C"": 5, ""D"": 10, ""most_likely"": ""B""}"
gpqa_119,0.6595,0.7778,0.1183,False,0.7054,"{""A"": 15, ""B"": 70, ""C"": 5, ""D"": 10, ""most_likely"": ""B""}"
gpqa_125,0.7083,0.875,0.1667,False,0.6667,"{""A"": 20, ""B"": 10, ""C"": 65, ""D"": 5, ""most_likely"": ""C""}"
gpqa_127,0.511,0.7778,0.2668,False,0.5865,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_129,0.5959,0.7778,0.1819,False,0.6545,"{""A"": 10, ""B"": 75, ""C"": 10, ""D"": 5, ""most_likely"": ""B""}"
gpqa_131,0.511,0.8889,0.3779,True,0.6977,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_134,0.511,0.8889,0.3779,True,0.6977,"{""A"": 5, ""B"": 10, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_135,0.511,0.875,0.364,True,0.7088,"{""A"": 10, ""B"": 5, ""C"": 5, ""D"": 80, ""most_likely"": ""D""}"
gpqa_137,0.5959,0.8889,0.293,True,0.7656,"{""A"": 75, ""B"": 10, ""C"": 10, ""D"": 5, ""most_likely"": ""A""}"
gpqa_146,0.511,0.875,0.364,False,0.5088,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_148,0.5959,0.8889,0.293,True,0.7656,"{""A"": 10, ""B"": 5, ""C"": 10, ""D"": 75, ""most_likely"": ""D""}"
gpqa_149,0.511,0.8889,0.3779,True,0.6977,"{""A"": 10, ""B"": 5, ""C"": 5, ""D"": 80, ""most_likely"": ""D""}"
gpqa_156,0.6784,0.875,0.1966,True,0.8427,"{""A"": 10, ""B"": 10, ""C"": 10, ""D"": 70, ""most_likely"": ""D""}"
gpqa_157,0.6595,0.7778,0.1183,True,0.9054,"{""A"": 15, ""B"": 5, ""C"": 10, ""D"": 70, ""most_likely"": ""D""}"
gpqa_164,0.7083,0.6667,0.0416,False,0.7667,"{""A"": 20, ""B"": 10, ""C"": 65, ""D"": 5, ""most_likely"": ""C""}"
gpqa_165,0.4238,0.8889,0.4651,True,0.6279,"{""A"": 5, ""B"": 5, ""C"": 5, ""D"": 85, ""most_likely"": ""D""}"
gpqa_168,0.577,0.75,0.173,True,0.8616,"{""A"": 15, ""B"": 5, ""C"": 75, ""D"": 5, ""most_likely"": ""C""}"
gpqa_169,0.4959,0.875,0.3791,True,0.6967,"{""A"": 20, ""B"": 5, ""C"": 75, ""D"": 0, ""most_likely"": ""C""}"
gpqa_170,0.7452,0.7778,0.0326,True,0.9739,"{""A"": 60, ""B"": 25, ""C"": 10, ""D"": 5, ""most_likely"": ""A""}"
gpqa_173,0.511,0.8889,0.3779,False,0.4977,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
gpqa_175,0.511,0.8889,0.3779,True,0.6977,"{""A"": 5, ""B"": 80, ""C"": 10, ""D"": 5, ""most_likely"": ""B""}"
gpqa_180,0.6784,0.8571,0.1787,False,0.657,"{""A"": 10, ""B"": 10, ""C"": 70, ""D"": 10, ""most_likely"": ""C""}"
gpqa_184,0.5959,0.7778,0.1819,True,0.8545,"{""A"": 10, ""B"": 10, ""C"": 5, ""D"": 75, ""most_likely"": ""D""}"
gpqa_188,0.511,0.8889,0.3779,True,0.6977,"{""A"": 10, ""B"": 5, ""C"": 80, ""D"": 5, ""most_likely"": ""C""}"
