question_id,choice,answer,confidence,correct,difficulty,score,raw_response
gpqa_098,DELEGATE,,2,A,0.8889,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_099,ANSWER,C,2,C,0.8889,0.65,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_100,ANSWER,A,2,A,0.7778,0.65,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":2}"
gpqa_101,ANSWER,B,2,C,0.625,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_102,DELEGATE,,2,C,0.7778,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_103,ANSWER,B,3,C,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":3}"
gpqa_104,ANSWER,D,2,B,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_106,ANSWER,B,3,A,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":3}"
gpqa_110,ANSWER,D,2,A,0.875,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_113,ANSWER,C,3,C,0.625,1.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":3}"
gpqa_114,DELEGATE,,2,B,0.8889,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_116,ANSWER,D,2,A,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_117,ANSWER,C,2,B,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_118,DELEGATE,,2,A,0.8889,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_119,ANSWER,B,2,A,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_125,ANSWER,D,2,B,0.875,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_127,DELEGATE,,2,A,0.7778,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_129,ANSWER,A,1,A,0.7778,0.4,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":1}"
gpqa_131,ANSWER,D,2,C,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_134,ANSWER,C,2,C,0.8889,0.65,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_135,ANSWER,B,2,D,0.875,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_137,ANSWER,D,3,A,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_146,DELEGATE,,2,A,0.875,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_148,ANSWER,D,2,D,0.8889,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_149,DELEGATE,,2,D,0.8889,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_156,ANSWER,D,2,D,0.875,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_157,ANSWER,D,2,D,0.7778,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_164,ANSWER,C,2,D,0.6667,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_165,DELEGATE,,2,D,0.8889,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_168,ANSWER,A,2,C,0.75,0.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":2}"
gpqa_169,DELEGATE,,2,C,0.875,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_170,ANSWER,D,2,A,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_173,ANSWER,B,2,A,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_175,ANSWER,B,3,B,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":3}"
gpqa_180,ANSWER,B,2,B,0.8571,0.65,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_184,ANSWER,B,2,D,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_188,ANSWER,C,2,C,0.8889,0.65,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
