question_id,choice_trivial,choice_stakes,difficulty,score,raw_response_trivial,raw_response_stakes
gpqa_059,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_061,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_064,ANSWER,ANSWER,0.75,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":7}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}"
gpqa_065,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_069,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_073,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}"
gpqa_074,ANSWER,ANSWER,0.4444,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_075,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_076,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}"
gpqa_078,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_080,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_082,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_083,ANSWER,ANSWER,0.8571,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_084,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_087,ANSWER,ANSWER,0.625,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_088,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}"
gpqa_090,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_094,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_097,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_098,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_099,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_100,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_101,ANSWER,ANSWER,0.625,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_102,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_103,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_104,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_106,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}"
gpqa_110,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_113,ANSWER,ANSWER,0.625,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_114,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_116,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_117,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_118,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_119,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_125,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_127,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_129,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_131,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_134,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_135,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_137,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_146,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_148,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_149,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_156,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_157,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_164,ANSWER,ANSWER,0.6667,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_165,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_168,ANSWER,ANSWER,0.75,0.3,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""A"",""confidence"":9}"
gpqa_169,ANSWER,ANSWER,0.875,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_170,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_173,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":8}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_175,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
gpqa_180,ANSWER,ANSWER,0.8571,0.3,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""B"",""confidence"":9}"
gpqa_184,ANSWER,ANSWER,0.7778,0.3,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""D"",""confidence"":9}"
gpqa_188,ANSWER,ANSWER,0.8889,0.3,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}","{""choice"":""ANSWER"",""answer"":""C"",""confidence"":9}"
