question_id,choice,answer,score,raw_response
gpqa_069,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_073,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_074,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_075,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_076,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_078,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_080,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_082,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_083,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_084,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_087,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_088,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_090,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_094,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_097,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_098,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_099,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_100,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_101,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_102,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_103,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_104,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_106,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_110,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_113,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_114,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_116,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_117,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_118,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_119,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_125,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_127,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_129,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_131,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_134,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_135,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_137,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_146,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""0.77c"", ""confidence"": 3}"
gpqa_148,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_149,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""4-(4-hydroxyphenyl)but-3-enal"", ""confidence"": 3}"
gpqa_156,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_157,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_164,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_165,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_168,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""A"", ""confidence"": 3}"
gpqa_169,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""12*hbar/25"", ""confidence"": 3}"
gpqa_170,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""4<2<6<3<1<5"", ""confidence"": 3}"
gpqa_173,ANSWER,A,0.65,"{""choice"": ""A"", ""answer"": ""5"", ""confidence"": 3}"
gpqa_175,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""2/3"", ""confidence"": 3}"
gpqa_180,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""0.1"", ""confidence"": 3}"
gpqa_184,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""+\hbar/2"", ""confidence"": 3}"
gpqa_188,ANSWER,A,0.0,"{""choice"": ""A"", ""answer"": ""Pion"", ""confidence"": 3}"
