question_id,choice,answer,score,raw_response
gpqa_084,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_087,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_088,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_090,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_094,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_097,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_098,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_099,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_100,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_101,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_102,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_103,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_104,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_106,ANSWER,B,0.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 3}
```"
gpqa_110,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_113,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_114,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_116,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_117,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_118,DELEGATE,,0.9,"```json
{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}
```"
gpqa_119,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_125,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_127,ANSWER,D,0.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 3}
```"
gpqa_129,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_131,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_134,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_135,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_137,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_146,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_148,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_149,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_156,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_157,DELEGATE,,0.9,"```json
{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}
```"
gpqa_164,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 3}
```"
gpqa_165,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_168,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_169,ANSWER,C,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}
```"
gpqa_170,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_173,ANSWER,A,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}
```"
gpqa_175,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_180,ANSWER,B,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}
```"
gpqa_184,ANSWER,D,1.0,"```json
{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}
```"
gpqa_188,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
