task_id,task_slug,model,provider_model_raw,n_rows_csv,log_mean_score,log_completion_count,log_completion_total,log_parse_failures,budget_failure,other_failure,run_state,run_start,run_end,run_num_requests,run_result_value,task_version
t01,t01-msv_delegate_game,gemma-3-27b-it,google_gemma-3-27b,80,0.52,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T19:55:59.472137Z,2026-04-17T19:59:45.797732Z,80,0.52,1
t01,t01-msv_delegate_game,gemma-3-4b-it,google_gemma-3-4b,80,0.3625,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T16:38:45.150464Z,2026-04-18T16:41:37.926625Z,80,0.3625,1
t01,t01-msv_delegate_game,gemma-4-26b-a4b-it,google_gemma-4-26b-a4b,59,0.8305,59,80,0,False,[prompt failure] APITimeoutError: Request timed out.,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T23:41:40.932664Z,2026-04-19T03:13:41.500192Z,59,0.6125,1
t01,t01-msv_delegate_game,gemma-4-31b-it,google_gemma-4-31b,32,0.875,32,80,0,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T01:14:25.759632Z,2026-04-16T01:42:11.400728Z,32,0.35,1
t01,t01-msv_delegate_game,glm-5,zai_glm-5,5,1.0,5,80,0,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T03:27:30.102887Z,2026-04-18T03:36:06.999844Z,5,0.0625,1
t01,t01-msv_delegate_game,gpt-5.4-2026-03-05,openai_gpt-5.4-2026-03-05,80,0.655,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T17:09:35.717730Z,2026-04-15T17:11:53.288500Z,80,0.655,1
t01,t01-msv_delegate_game,gpt-5.4-mini-2026-03-17,openai_gpt-5.4-mini-2026-03-17,80,0.5375,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T20:36:03.587598Z,2026-04-17T20:37:00.678848Z,80,0.5375,1
t01,t01-msv_delegate_game,gpt-5.4-nano-2026-03-17,openai_gpt-5.4-nano-2026-03-17,80,0.4931,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:12:52.295743Z,2026-04-18T20:13:59.807213Z,80,0.4931,1
t01,t01-msv_delegate_game,gpt-oss-20b,openai_gpt-oss-20b,80,0.5663,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T21:26:32.317459Z,2026-04-18T21:35:18.120982Z,80,0.5663,1
t01,t01-msv_delegate_game,qwen3-235b-a22b-instruct-2507,qwen_qwen3-235b-a22b-instruct-2507,80,0.6219,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:47:00.531916Z,2026-04-18T08:47:47.593091Z,80,0.6219,1
t01,t01-msv_delegate_game,qwen3-coder-480b-a35b-instruct,qwen_qwen3-coder-480b-a35b-instruct,80,0.5375,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:52:09.192311Z,2026-04-19T03:53:16.389916Z,80,0.5375,1
t01,t01-msv_delegate_game,qwen3-next-80b-a3b-instruct,qwen_qwen3-next-80b-a3b-instruct,80,0.45,80,80,0,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:40:38.987494Z,2026-04-19T03:41:56.040364Z,80,0.45,1
t01,t01-msv_delegate_game,qwen3-next-80b-a3b-thinking,qwen_qwen3-next-80b-a3b-thinking,9,0.7778,9,80,0,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T05:14:35.284432Z,2026-04-19T05:21:25.469480Z,9,0.0875,1
t02,t02-msv_declared_probe,claude-haiku-4-5-20251001,anthropic_claude-haiku-4-520251001,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T19:22:53.497707Z,2026-04-16T19:34:48.514056Z,80,0.559,1
t02,t02-msv_declared_probe,claude-opus-4-1-20250805,anthropic_claude-opus-4-120250805,54,,54,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:55:29.958723Z,2026-04-17T04:57:36.162937Z,54,0.5055,1
t02,t02-msv_declared_probe,claude-opus-4-6-default,anthropic_claude-opus-4-6default,59,,59,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:56:41.837517Z,2026-04-17T04:59:15.151317Z,59,0.5198,1
t02,t02-msv_declared_probe,deepseek-r1-0528,deepseek-ai_deepseek-r1-0528,32,,32,80,,False,"[prompt failure] InternalServerError: Error code: 503 - {'message': 'Could not reach model, even after multiple retries. Try again later.', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T20:21:33.549451Z,2026-04-16T21:00:11.775389Z,32,0.117,1
t02,t02-msv_declared_probe,deepseek-v3.2,deepseek-ai_deepseek-v3.2,45,,45,80,,False,"[prompt failure] InternalServerError: Error code: 503 - {'message': 'Could not reach model, even after multiple retries. Try again later.', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T09:48:19.846249Z,2026-04-17T09:57:14.489905Z,45,0.3938,1
t02,t02-msv_declared_probe,gemini-2.0-flash-lite-001,google_gemini-2.0-flash-lite,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T19:12:27.159329Z,2026-04-15T19:13:59.725578Z,80,0.7975,1
t02,t02-msv_declared_probe,gemini-2.5-flash,google_gemini-2.5-flash,47,,47,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-14T23:35:08.494581Z,2026-04-14T23:59:51.656502Z,47,0.015,1
t02,t02-msv_declared_probe,gemini-3.1-pro-preview,google_gemini-3.1-pro-preview,32,,32,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:56:42.317501Z,2026-04-17T05:06:17.135654Z,32,0.2275,1
t02,t02-msv_declared_probe,gemma-3-12b-it,google_gemma-3-12b,59,,59,80,,False,"[prompt failure] BadRequestError: Error code: 400 - {'message': 'The input token count (32895) exceeds the maximum number of tokens allowed (32768).', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T12:09:02.939439Z,2026-04-17T12:13:53.118993Z,59,0.4095,1
t02,t02-msv_declared_probe,gemma-3-1b-it,google_gemma-3-1b,59,,59,80,,False,"[prompt failure] BadRequestError: Error code: 400 - {'message': 'The input token count (32842) exceeds the maximum number of tokens allowed (32768).', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:21:28.890686Z,2026-04-15T02:23:21.717899Z,59,0.214,1
t02,t02-msv_declared_probe,gemma-3-27b-it,google_gemma-3-27b,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T16:39:41.970049Z,2026-04-17T17:06:03.366065Z,80,0.4075,1
t02,t02-msv_declared_probe,gemma-3-4b-it,google_gemma-3-4b,59,,59,80,,False,"[prompt failure] BadRequestError: Error code: 400 - {'message': 'The input token count (32843) exceeds the maximum number of tokens allowed (32768).', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:46:15.228184Z,2026-04-18T08:48:57.162492Z,59,0.2435,1
t02,t02-msv_declared_probe,gemma-4-26b-a4b-it,google_gemma-4-26b-a4b,25,,25,80,,False,[prompt failure] APITimeoutError: Request timed out.,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T23:41:59.400344Z,2026-04-19T02:04:32.920754Z,25,0.0075,1
t02,t02-msv_declared_probe,gemma-4-31b-it,google_gemma-4-31b,29,,29,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T01:13:47.367532Z,2026-04-16T01:43:22.254175Z,29,0.087,1
t02,t02-msv_declared_probe,glm-5,zai_glm-5,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T03:27:51.877512Z,2026-04-18T04:56:21.788451Z,80,0.2475,1
t02,t02-msv_declared_probe,gpt-5.4-2026-03-05,openai_gpt-5.4-2026-03-05,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T16:34:15.196078Z,2026-04-15T16:36:42.149716Z,80,0.548,1
t02,t02-msv_declared_probe,gpt-5.4-mini-2026-03-17,openai_gpt-5.4-mini-2026-03-17,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T20:16:51.674798Z,2026-04-17T20:18:33.140507Z,80,0.4288,1
t02,t02-msv_declared_probe,gpt-5.4-nano-2026-03-17,openai_gpt-5.4-nano-2026-03-17,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:08:57.784320Z,2026-04-18T20:09:59.561199Z,80,0.6978,1
t02,t02-msv_declared_probe,gpt-oss-20b,openai_gpt-oss-20b,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:22:57.168821Z,2026-04-18T20:34:31.819732Z,80,0.2755,1
t02,t02-msv_declared_probe,qwen3-235b-a22b-instruct-2507,qwen_qwen3-235b-a22b-instruct-2507,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:46:16.846689Z,2026-04-18T08:47:13.042697Z,80,0.6708,1
t02,t02-msv_declared_probe,qwen3-coder-480b-a35b-instruct,qwen_qwen3-coder-480b-a35b-instruct,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:52:48.454690Z,2026-04-19T03:54:23.486406Z,80,0.8695,1
t02,t02-msv_declared_probe,qwen3-next-80b-a3b-instruct,qwen_qwen3-next-80b-a3b-instruct,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:41:22.243224Z,2026-04-19T03:42:44.515536Z,80,0.386,1
t02,t02-msv_declared_probe,qwen3-next-80b-a3b-thinking,qwen_qwen3-next-80b-a3b-thinking,80,,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T05:14:55.525762Z,2026-04-19T06:01:38.912348Z,80,0.2075,1
t03,t03-msv_second_chance,claude-haiku-4-5-20251001,anthropic_claude-haiku-4-520251001,80,0.5513,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:23:28.159292Z,2026-04-15T02:26:38.755618Z,160,0.5513,1
t03,t03-msv_second_chance,claude-opus-4-1-20250805,anthropic_claude-opus-4-120250805,55,0.6382,55,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T23:47:32.941378Z,2026-04-18T23:50:48.497148Z,111,0.4387,1
t03,t03-msv_second_chance,claude-opus-4-6-default,anthropic_claude-opus-4-6default,73,0.8493,73,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T05:15:13.713293Z,2026-04-19T05:43:14.008998Z,146,0.775,1
t03,t03-msv_second_chance,deepseek-r1-0528,deepseek-ai_deepseek-r1-0528,28,0.9286,28,80,,False,"[prompt failure] InternalServerError: Error code: 503 - {'message': 'Could not reach model, even after multiple retries. Try again later.', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T03:52:08.331204Z,2026-04-17T04:47:54.566956Z,57,0.325,1
t03,t03-msv_second_chance,deepseek-v3.2,deepseek-ai_deepseek-v3.2,18,0.4444,18,80,,False,"[prompt failure] InternalServerError: Error code: 503 - {'message': 'Could not reach model, even after multiple retries. Try again later.', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T10:00:52.229364Z,2026-04-17T10:04:43.360959Z,36,0.1,1
t03,t03-msv_second_chance,gemini-2.0-flash-lite-001,google_gemini-2.0-flash-lite,80,0.4875,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T19:12:39.375705Z,2026-04-15T19:15:49.451327Z,160,0.4875,1
t03,t03-msv_second_chance,gemini-2.5-flash,google_gemini-2.5-flash,46,0.575,46,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-14T23:35:44.687611Z,2026-04-15T00:15:17.971659Z,93,0.3306,1
t03,t03-msv_second_chance,gemini-3.1-pro-preview,google_gemini-3.1-pro-preview,80,0.8269,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T10:32:07.990305Z,2026-04-17T11:23:47.492855Z,156,0.8269,1
t03,t03-msv_second_chance,gemma-3-12b-it,google_gemma-3-12b,6,0.5,6,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T19:34:12.707632Z,2026-04-15T19:36:40.603902Z,12,0.0375,1
t03,t03-msv_second_chance,gemma-3-1b-it,google_gemma-3-1b,75,0.3333,75,80,,False,"[prompt failure] BadRequestError: Error code: 400 - {'message': 'The input token count (32863) exceeds the maximum number of tokens allowed (32768).', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:21:32.187958Z,2026-04-15T02:24:59.348323Z,150,0.3125,1
t03,t03-msv_second_chance,gemma-3-27b-it,google_gemma-3-27b,80,0.4625,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T19:56:09.832740Z,2026-04-17T20:04:28.818793Z,160,0.4625,1
t03,t03-msv_second_chance,gemma-3-4b-it,google_gemma-3-4b,73,0.3575,73,80,,False,"[prompt failure] BadRequestError: Error code: 400 - {'message': 'The input token count (32894) exceeds the maximum number of tokens allowed (32768).', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T16:49:17.789169Z,2026-04-18T16:55:27.667352Z,147,0.3263,1
t03,t03-msv_second_chance,gemma-4-26b-a4b-it,google_gemma-4-26b-a4b,26,1.0,26,80,,False,[prompt failure] APITimeoutError: Request timed out.,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:52:57.528965Z,2026-04-19T06:34:25.187147Z,53,0.325,1
t03,t03-msv_second_chance,gemma-4-31b-it,google_gemma-4-31b,10,1.0,10,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T01:15:07.844111Z,2026-04-16T01:42:12.549656Z,21,0.125,1
t03,t03-msv_second_chance,glm-5,zai_glm-5,26,0.8462,26,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T03:28:37.258160Z,2026-04-18T04:37:07.050387Z,52,0.275,1
t03,t03-msv_second_chance,gpt-5.4-2026-03-05,openai_gpt-5.4-2026-03-05,80,0.4031,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T17:25:03.814387Z,2026-04-15T17:28:03.691032Z,160,0.4031,1
t03,t03-msv_second_chance,gpt-5.4-mini-2026-03-17,openai_gpt-5.4-mini-2026-03-17,80,0.375,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T20:36:12.984197Z,2026-04-17T20:39:06.149773Z,160,0.375,1
t03,t03-msv_second_chance,gpt-5.4-nano-2026-03-17,openai_gpt-5.4-nano-2026-03-17,80,0.2931,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:12:52.124309Z,2026-04-18T20:14:54.197439Z,160,0.2931,1
t03,t03-msv_second_chance,gpt-oss-20b,openai_gpt-oss-20b,44,0.6227,44,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T21:26:41.397963Z,2026-04-18T21:42:47.102917Z,89,0.3425,1
t03,t03-msv_second_chance,qwen3-235b-a22b-instruct-2507,qwen_qwen3-235b-a22b-instruct-2507,80,0.525,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T22:57:03.401756Z,2026-04-18T22:58:50.564851Z,160,0.525,1
t03,t03-msv_second_chance,qwen3-coder-480b-a35b-instruct,qwen_qwen3-coder-480b-a35b-instruct,80,0.4175,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T05:15:05.629250Z,2026-04-19T05:16:37.444764Z,160,0.4175,1
t03,t03-msv_second_chance,qwen3-next-80b-a3b-instruct,qwen_qwen3-next-80b-a3b-instrut,80,0.45,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:41:48.550752Z,2026-04-19T03:44:30.540523Z,160,0.45,1
t03,t03-msv_second_chance,qwen3-next-80b-a3b-thinking,qwen_qwen3-next-80b-a3b-thinking,80,0.6375,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T05:15:18.899371Z,2026-04-19T06:32:28.325781Z,152,0.6375,1
t04,t04-msv_confidence_entropy,claude-haiku-4-5-20251001,anthropic_claude-haiku-4-520251001,80,0.8182,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:23:20.071687Z,2026-04-15T02:24:44.231254Z,80,0.8182,1
t04,t04-msv_confidence_entropy,claude-opus-4-1-20250805,anthropic_claude-opus-4-120,80,0.8002,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T01:11:39.517421Z,2026-04-16T01:14:38.334848Z,80,0.8002,1
t04,t04-msv_confidence_entropy,claude-opus-4-6-default,anthropic_claude-opus-4-6default,23,0.7031,23,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:56:29.890118Z,2026-04-17T04:57:16.925508Z,23,0.2021,1
t04,t04-msv_confidence_entropy,deepseek-r1-0528,deepseek-ai_deepseek-r1-052,39,0.7288,39,80,,False,"[prompt failure] InternalServerError: Error code: 503 - {'message': 'Could not reach model, even after multiple retries. Try again later.', 'type': 'invalid_request_error'}",BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T03:48:59.731420Z,2026-04-17T04:32:11.086982Z,39,0.3553,1
t04,t04-msv_confidence_entropy,deepseek-v3.2,deepseek-ai_deepseek-v3.2,80,0.7308,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T10:05:49.029254Z,2026-04-17T10:17:09.962722Z,80,0.7308,1
t04,t04-msv_confidence_entropy,gemini-2.0-flash-lite-001,google_gemini-2.0-flash-lite,80,0.7503,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T19:07:24.683082Z,2026-04-15T19:08:45.337329Z,80,0.7503,1
t04,t04-msv_confidence_entropy,gemini-2.5-flash,google_gemini-2.5-flash,26,0.5453,26,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-14T23:36:11.445312Z,2026-04-14T23:52:22.541908Z,26,0.1772,1
t04,t04-msv_confidence_entropy,gemini-3.1-pro-preview,google_gemini-3.1-pro-preview,43,0.335,43,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:56:30.646834Z,2026-04-17T05:17:42.243020Z,43,0.1801,1
t04,t04-msv_confidence_entropy,gemma-3-12b-it,google_gemma-3-12b,80,0.7379,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T11:56:04.219977Z,2026-04-17T12:03:19.599402Z,80,0.7379,1
t04,t04-msv_confidence_entropy,gemma-3-1b-it,google_gemma-3-1b,80,0.7279,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:21:23.471639Z,2026-04-15T02:23:54.049144Z,80,0.7279,1
t04,t04-msv_confidence_entropy,gemma-3-27b-it,google_gemma-3-27b,80,0.6912,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T16:18:10.762750Z,2026-04-17T16:23:08.113920Z,80,0.6912,1
t04,t04-msv_confidence_entropy,gemma-3-4b-it,google_gemma-3-4b,80,0.5343,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:37:13.519495Z,2026-04-18T08:40:55.526005Z,80,0.5343,1
t04,t04-msv_confidence_entropy,gemma-4-26b-a4b-it,google_gemma-4-26b-a4b,59,0.3061,59,80,,False,[prompt failure] APITimeoutError: Request timed out.,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T17:08:30.019999Z,2026-04-18T20:04:41.272309Z,59,0.2258,1
t04,t04-msv_confidence_entropy,gemma-4-31b-it,google_gemma-4-31b,29,0.3439,29,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-16T01:11:53.527602Z,2026-04-16T01:42:00.832307Z,29,0.1247,1
t04,t04-msv_confidence_entropy,glm-5,zai_glm-5,41,0.3984,41,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T03:27:50.461057Z,2026-04-18T04:33:26.375643Z,41,0.2042,1
t04,t04-msv_confidence_entropy,gpt-5.4-2026-03-05,openai_gpt-5.4-2026-03-05,80,0.5425,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T16:20:53.970710Z,2026-04-15T16:23:01.134003Z,80,0.5425,1
t04,t04-msv_confidence_entropy,gpt-5.4-mini-2026-03-17,openai_gpt-5.4-mini-2026-03-17,80,0.7286,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T20:16:46.283879Z,2026-04-17T20:18:10.582410Z,80,0.7286,1
t04,t04-msv_confidence_entropy,gpt-5.4-nano-2026-03-17,openai_gpt-5.4-nano-2026-03-17,80,0.7245,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:11:38.335804Z,2026-04-18T20:12:46.661908Z,80,0.7245,1
t04,t04-msv_confidence_entropy,gpt-oss-20b,openai_gpt-oss-20b,80,0.6911,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T20:22:57.191392Z,2026-04-18T20:36:37.822478Z,80,0.6911,1
t04,t04-msv_confidence_entropy,qwen3-235b-a22b-instruct-2507,qwen_qwen3-235b-a22b-instrut,80,0.8111,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:46:42.851647Z,2026-04-18T08:47:35.523738Z,80,0.8111,1
t04,t04-msv_confidence_entropy,qwen3-coder-480b-a35b-instruct,qwen_qwen3-coder-480b-a35b-instruct,80,0.7529,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T03:53:18.484420Z,2026-04-19T03:54:50.151707Z,80,0.7529,1
t04,t04-msv_confidence_entropy,qwen3-next-80b-a3b-instruct,qwen_qwen3-next-80b-a3b-instruct,80,0.7754,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T00:38:53.172704Z,2026-04-19T00:40:11.274615Z,80,0.7754,1
t04,t04-msv_confidence_entropy,qwen3-next-80b-a3b-thinking,qwen_qwen3-next-80b-a3b-thinking,67,0.6153,67,80,,False,[prompt failure] TypeError: 'NoneType' object is not subscriptable,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-19T20:58:29.009088Z,2026-04-19T21:36:15.925782Z,67,0.5153,1
t05,t05-msv_teammate_delegate,claude-haiku-4-5-20251001,anthropic_claude-haiku-4-520,80,0.64,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-15T02:23:22.659012Z,2026-04-15T02:24:42.340983Z,80,0.64,1
t05,t05-msv_teammate_delegate,claude-opus-4-1-20250805,anthropic_claude-opus-4-120250805,80,0.6694,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:48:53.369366Z,2026-04-18T08:51:40.773927Z,80,0.6694,1
t05,t05-msv_teammate_delegate,claude-opus-4-6-default,anthropic_claude-opus-4-6default,80,0.7369,80,80,,False,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-18T08:49:07.343059Z,2026-04-18T08:57:08.103159Z,80,0.7369,1
t05,t05-msv_teammate_delegate,deepseek-r1-0528,deepseek-ai_deepseek-r1-052,39,0.7513,39,80,,True,,BENCHMARK_TASK_RUN_STATE_COMPLETED,2026-04-17T04:34:29.636578Z,2026-04-17T05:12:52.576759Z,39,0.3662,1
