question_id,norm_entropy,difficulty,calibration_error,answer_correct,score,raw_response
gpqa_094,0.7855,0.7778,0.0077,False,0.7939,"{""A"": 10, ""B"": 20, ""C"": 60, ""D"": 10, ""most_likely"": ""C""}"
gpqa_097,0.7452,0.8889,0.1437,False,0.6851,"{""A"": 60, ""B"": 25, ""C"": 10, ""D"": 5, ""most_likely"": ""A""}"
gpqa_098,0.6784,0.8889,0.2105,False,0.6316,"{""A"": 10, ""B"": 10, ""C"": 70, ""D"": 10, ""most_likely"": ""C""}"
gpqa_099,0.7855,0.8889,0.1034,False,0.7173,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_100,0.6284,0.7778,0.1494,True,0.8805,"{""A"": 70, ""B"": 5, ""C"": 20, ""D"": 5, ""most_likely"": ""A""}"
gpqa_101,0.7855,0.625,0.1605,False,0.6716,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_102,0.7977,0.7778,0.0199,True,0.9841,"{""A"": 10, ""B"": 15, ""C"": 60, ""D"": 15, ""most_likely"": ""C""}"
gpqa_103,0.7394,0.8889,0.1495,False,0.6804,"{""A"": 10, ""B"": 65, ""C"": 15, ""D"": 10, ""most_likely"": ""B""}"
gpqa_104,0.7855,0.7778,0.0077,False,0.7939,"{""A"": 10, ""B"": 20, ""C"": 10, ""D"": 60, ""most_likely"": ""D""}"
gpqa_106,0.7666,0.8889,0.1223,False,0.7022,"{""A"": 20, ""B"": 60, ""C"": 15, ""D"": 5, ""most_likely"": ""B""}"
gpqa_110,0.7452,0.875,0.1298,True,0.8962,"{""A"": 60, ""B"": 25, ""C"": 10, ""D"": 5, ""most_likely"": ""A""}"
gpqa_113,0.7083,0.625,0.0833,False,0.7333,"{""A"": 65, ""B"": 10, ""C"": 20, ""D"": 5, ""most_likely"": ""A""}"
gpqa_114,0.7855,0.8889,0.1034,True,0.9173,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_116,0.7666,0.7778,0.0112,True,0.991,"{""A"": 60, ""B"": 20, ""C"": 5, ""D"": 15, ""most_likely"": ""A""}"
gpqa_117,0.7855,0.8889,0.1034,True,0.9173,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_118,0.7394,0.8889,0.1495,False,0.6804,"{""A"": 10, ""B"": 15, ""C"": 10, ""D"": 65, ""most_likely"": ""D""}"
gpqa_119,0.7855,0.7778,0.0077,False,0.7939,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_125,0.7977,0.875,0.0773,False,0.7382,"{""A"": 10, ""B"": 15, ""C"": 60, ""D"": 15, ""most_likely"": ""C""}"
gpqa_127,0.6784,0.7778,0.0994,False,0.7205,"{""A"": 10, ""B"": 10, ""C"": 10, ""D"": 70, ""most_likely"": ""D""}"
gpqa_129,0.7855,0.7778,0.0077,False,0.7939,"{""A"": 10, ""B"": 20, ""C"": 60, ""D"": 10, ""most_likely"": ""C""}"
gpqa_131,0.7394,0.8889,0.1495,False,0.6804,"{""A"": 10, ""B"": 15, ""C"": 10, ""D"": 65, ""most_likely"": ""D""}"
gpqa_134,0.7394,0.8889,0.1495,True,0.8804,"{""A"": 10, ""B"": 15, ""C"": 65, ""D"": 10, ""most_likely"": ""C""}"
gpqa_135,0.7855,0.875,0.0895,False,0.7284,"{""A"": 10, ""B"": 60, ""C"": 10, ""D"": 20, ""most_likely"": ""B""}"
gpqa_137,0.7452,0.8889,0.1437,True,0.8851,"{""A"": 60, ""B"": 10, ""C"": 5, ""D"": 25, ""most_likely"": ""A""}"
gpqa_146,0.7394,0.875,0.1356,False,0.6916,"{""A"": 10, ""B"": 65, ""C"": 15, ""D"": 10, ""most_likely"": ""B""}"
gpqa_148,0.7977,0.8889,0.0912,True,0.9271,"{""A"": 10, ""B"": 15, ""C"": 15, ""D"": 60, ""most_likely"": ""D""}"
gpqa_149,0.7394,0.8889,0.1495,True,0.8804,"{""A"": 10, ""B"": 10, ""C"": 15, ""D"": 65, ""most_likely"": ""D""}"
gpqa_156,0.8714,0.875,0.0036,True,0.9971,"{""A"": 10, ""B"": 15, ""C"": 25, ""D"": 50, ""most_likely"": ""D""}"
gpqa_157,0.7977,0.7778,0.0199,False,0.7841,"{""A"": 60, ""B"": 10, ""C"": 15, ""D"": 15, ""most_likely"": ""A""}"
gpqa_164,0.7394,0.6667,0.0727,False,0.7418,"{""A"": 65, ""B"": 10, ""C"": 15, ""D"": 10, ""most_likely"": ""A""}"
gpqa_165,0.8407,0.8889,0.0482,True,0.9615,"{""A"": 10, ""B"": 20, ""C"": 15, ""D"": 55, ""most_likely"": ""D""}"
gpqa_168,0.7452,0.75,0.0048,False,0.7962,"{""A"": 60, ""B"": 10, ""C"": 25, ""D"": 5, ""most_likely"": ""A""}"
gpqa_169,0.6977,0.875,0.1773,False,0.6582,"{""A"": 60, ""B"": 5, ""C"": 30, ""D"": 5, ""most_likely"": ""A""}"
gpqa_170,0.7394,0.7778,0.0384,True,0.9693,"{""A"": 65, ""B"": 10, ""C"": 15, ""D"": 10, ""most_likely"": ""A""}"
gpqa_173,0.7977,0.8889,0.0912,False,0.7271,"{""A"": 10, ""B"": 60, ""C"": 15, ""D"": 15, ""most_likely"": ""B""}"
gpqa_175,0.7855,0.8889,0.1034,True,0.9173,"{""A"": 10, ""B"": 60, ""C"": 20, ""D"": 10, ""most_likely"": ""B""}"
gpqa_180,0.7394,0.8571,0.1177,False,0.7059,"{""A"": 10, ""B"": 15, ""C"": 65, ""D"": 10, ""most_likely"": ""C""}"
gpqa_184,0.7394,0.7778,0.0384,True,0.9693,"{""A"": 10, ""B"": 15, ""C"": 10, ""D"": 65, ""most_likely"": ""D""}"
gpqa_188,0.7855,0.8889,0.1034,True,0.9173,"{""A"": 10, ""B"": 20, ""C"": 60, ""D"": 10, ""most_likely"": ""C""}"
