question_id,choice,answer,score,raw_response
gpqa_088,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_090,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_094,ANSWER,B,0.65,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_097,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_098,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_099,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_100,ANSWER,A,1.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":3}"
gpqa_101,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_102,ANSWER,C,0.65,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_103,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":3}"
gpqa_104,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_106,ANSWER,A,0.65,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":2}"
gpqa_110,ANSWER,D,0.1,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":1}"
gpqa_113,ANSWER,C,0.65,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_114,ANSWER,B,0.65,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_116,ANSWER,A,0.65,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":2}"
gpqa_117,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":3}"
gpqa_118,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_119,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_125,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_127,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_129,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_131,ANSWER,D,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_134,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_135,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_137,ANSWER,D,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_146,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":3}"
gpqa_148,ANSWER,D,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_149,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_156,ANSWER,D,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_157,ANSWER,D,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_164,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_165,ANSWER,D,0.65,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_168,ANSWER,A,0.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":3}"
gpqa_169,ANSWER,D,0.1,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":1}"
gpqa_170,ANSWER,C,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":2}"
gpqa_173,ANSWER,D,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_175,ANSWER,B,0.65,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_180,DELEGATE,,0.9,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_184,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
gpqa_188,ANSWER,B,0.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":2}"
