split_idx,spearman_rho,kendall_tau,pearson_r
99,0.8339465520795409,0.6710590860871937,0.8256081498404115
100,0.8789903758374212,0.76,0.8235191353663576
101,0.9611674793143965,0.8702612146208212,0.950339512989306
102,0.7531073446327684,0.6130434782608695,0.7970082358189254
103,0.8245615775755555,0.6794336145864706,0.7729187413050436
104,0.8108911884730956,0.6372758287646809,0.7566708526060101
105,0.7822649281158419,0.6247303201355514,0.793998311849727
106,0.9406239143246992,0.818377945640727,0.908586298922618
107,0.8518111810367678,0.6740009541059221,0.8139154711977463
108,0.9469790654770998,0.8353683128267843,0.9236895890897058
109,0.94432143555177,0.8160261132534428,0.9383854060415301
110,0.9364647999396412,0.8071586527741114,0.9262060137111877
111,0.8296187248404614,0.690768622856149,0.8245370895698342
112,0.8988124690747158,0.7680000000000001,0.8790211171417098
113,0.8423659831840834,0.6880055040660489,0.8455969505494753
114,0.8596884328970346,0.6880055040660489,0.8532677217474739
115,0.883017836890443,0.7407424987145914,0.8712153348074412
116,0.9495304006255118,0.8343462957995704,0.9359770907752455
117,0.706188205346075,0.5490992989984986,0.7255521072274833
118,0.8504951537220868,0.6893801418083341,0.826208902901211
119,0.9016399205078665,0.7467533711260862,0.8992470164702743
120,0.9094731913121554,0.7544925209327302,0.9028886953918769
121,0.7854720180893159,0.6069868995633187,0.7858755302488162
122,0.8115287128157928,0.6623109400271641,0.8040527137441736
123,0.8648572582014677,0.6827149823934987,0.8361097749522534
124,0.831117430708772,0.6798245614035088,0.838274676987692
125,0.8188241944601469,0.6593886462882095,0.8053146993933062
126,0.9072012156024737,0.776,0.9064857966843354
127,0.9339762611275965,0.8207171314741036,0.9373235492589037
128,0.8775661905834995,0.7385244252516142,0.8792245451693956
129,0.837525025417203,0.6971826474880028,0.8212436021979724
130,0.9547144427509383,0.8480067840814092,0.9277356600318863
131,0.9339435922810491,0.8400000000000001,0.9171122521072329
132,0.7911839818538368,0.6187378518674822,0.8024912163833099
133,0.8601300145582426,0.7058840281868459,0.8189827057113906
134,0.8662895067944795,0.6964076439538679,0.8331769505382088
135,0.9069836454406053,0.7641994260508879,0.8880093538780772
136,0.8483089096890489,0.6973876710617593,0.8204371460032742
137,0.8029960429621255,0.6506550218340611,0.8199811073203809
138,0.9366963402571712,0.8286852589641435,0.9348187261442956
139,0.6301215284050201,0.540306293180055,0.5860144982261367
140,0.8236790382514051,0.6623109400271641,0.8458322696954637
141,0.8864406779661018,0.7260869565217392,0.855882577510079
142,0.6859084290257057,0.593408026587956,0.6400085862536562
143,0.8211359468811608,0.6535963223952277,0.8011419998888452
144,0.8120045300113249,0.6431718061674009,0.7637293340177772
145,0.8318734437777485,0.6710255576591005,0.7830237745870512
146,0.9055431312740583,0.7456212067635486,0.8754974647015117
147,0.8595451100634321,0.6932325934139484,0.8724439034205914
148,0.8625571129771792,0.726492677734971,0.8449530035220216
149,0.6982674122962766,0.5811634916407468,0.6545969654753218
150,0.9108912007267985,0.7655325993336733,0.8748445574971578
151,0.8581684219890788,0.6853721177280531,0.8236478479091697
152,0.9500495721702263,0.8366600265340756,0.9428938315321176
153,0.8417037872753377,0.6844714858274287,0.7998413212917095
154,0.8872404645879156,0.7729145007029078,0.892638693609175
155,0.8778281947141401,0.7264787633161589,0.8942195040500589
156,0.8710721837374816,0.7760248331919996,0.8340858646417414
157,0.8375247579338474,0.6797401752910369,0.806406806728874
158,0.808711334219912,0.6800217610445357,0.8035275177394988
159,0.9180329335658313,0.7816668415034796,0.8480528782200912
160,0.8720700714879855,0.7462056601619086,0.8459048124596953
161,0.9109418034942737,0.755465718324592,0.903054676438754
162,0.8897132640990303,0.7330735470584281,0.8677286387556973
163,0.802430751837196,0.6331877729257642,0.752690704368414
164,0.782142128999601,0.5926052503648024,0.7371682722366472
165,0.7662521198417185,0.5982532751091703,0.7154653575081197
166,0.8589993502274205,0.6698564593301435,0.72086164019644
167,0.7043098413992371,0.554234746010078,0.724077224321538
168,0.7545943191041901,0.6170693110095085,0.6887016391147932
169,0.8714326428704404,0.732027881082655,0.805562063936585
170,0.867425205855787,0.7065882338893823,0.863216901129225
171,0.8427550357374919,0.6602870813397128,0.7925442650442414
172,0.7871814148476455,0.653307925085805,0.8082731238741161
173,0.8743293203778507,0.7028216101524953,0.9107940631533146
174,0.7483761947678632,0.6420839401393167,0.7936572836459767
175,0.8593325355306739,0.7117310288008175,0.8927826633038667
176,0.8257923835715943,0.6739751347661778,0.8272000221270445
177,0.8652160248466283,0.7112192093352798,0.8341270449089436
178,0.8914641040135669,0.759825327510917,0.8763964634961446
179,0.9181098466105889,0.776,0.9015515046652209
180,0.7641678702787909,0.6640212490199584,0.7330014113794584
181,0.6546072272593797,0.5982589792512665,0.5766530458037761
182,0.8906471110011762,0.7320278810826552,0.839701920851268
183,0.8534293020147147,0.7188812993677365,0.8413876618123599
184,0.898095501129844,0.7864287122949621,0.8841355824575139
185,0.6613863767849275,0.5263208518330931,0.5772689127312219
186,0.8082039685519836,0.6184270009038844,0.8209426063960593
187,0.822409127308381,0.6666679946865923,0.8569710877219595
188,0.8510039815387225,0.68272805859431,0.848299739277219
189,0.8275606135576449,0.664,0.801860362925798
190,0.9098870056497177,0.7434782608695651,0.8855632053988639
191,0.7849068523744808,0.63319381015645,0.7934724974758969
192,0.8067789211276366,0.6880055040660489,0.8361716005939759
193,0.9361581920903955,0.8217391304347826,0.9116091985625598
194,0.7512720250671119,0.6026258331144144,0.7988598704910116
195,0.8756711284875144,0.732027881082655,0.8427338495500242
196,0.8839312900462267,0.7207009338592353,0.8430238634569139
197,0.8070828132104668,0.7162992366674122,0.8270033679436328
198,0.8311651583710405,0.6710526315789472,0.7997149423080273
199,0.9123731371053829,0.7968365468004737,0.8744369173029791
200,0.9008775256382651,0.738611236513806,0.8041368861078336
201,0.8740413198020514,0.7040056320675849,0.8199249171651781
202,0.8921859545004945,0.7250996015936256,0.8939777866795483
203,0.8024049822513984,0.6378915224437416,0.778565730154201
204,0.7847600197921821,0.6120000000000001,0.8249150317999158
205,0.7974752334854159,0.658655785113426,0.8257532166119105
206,0.9252476381295578,0.7895807438153594,0.9164047942732633
207,0.9210982225853867,0.7704606166138461,0.9055062566332628
208,0.9208704253214639,0.7729083665338646,0.9197365938195998
209,0.8394019979762967,0.6730847019299114,0.7908817192695554
210,0.9164193867457963,0.7808764940239044,0.892555674326976
211,0.9052917903066271,0.7649402390438248,0.8958820983581425
212,0.8483479581444004,0.68546799014873,0.8480687732841032
213,0.8861949529935677,0.7200000000000001,0.8976073835084306
214,0.8396927651139743,0.6935483870967742,0.8355343690398994
215,0.8121288123871265,0.653307925085805,0.7922337460891982
216,0.8392201521806769,0.6884547929229733,0.7814339675429668
217,0.8655919523094944,0.7121033908952384,0.8150031008039795
218,0.8217386836194025,0.674720560360095,0.8305053389351627
219,0.843176072089946,0.6623109400271641,0.8442087183156287
220,0.8485019785189372,0.7030567685589519,0.8548323138447569
221,0.9196141760398678,0.8103808558166361,0.9244573858895039
222,0.7046199849560195,0.5927865732293802,0.6816341541957933
223,0.7672317608656233,0.639136475798642,0.7843448843391414
224,0.53714716841163,0.4024153014985462,0.6351415338307841
225,0.8286706915704236,0.666672042989074,0.8570197372982851
226,0.851421534052831,0.6878741228074939,0.8334151475151902
227,0.9411328509498916,0.8183649036571942,0.9461132889266307
228,0.844457148652198,0.6827149823934987,0.809311729072615
229,0.9084747212606202,0.77826822563236,0.9095125934764883
230,0.8620300033528195,0.6914677385780308,0.8607282690712963
231,0.8144592247964216,0.6681143701449648,0.8256951017096928
232,0.7435029435192638,0.5869620696109977,0.7679863595241201
233,0.8356439739457793,0.7214559241970739,0.8336173716571685
234,0.8549137950573098,0.6892066505779882,0.7858369251660227
235,0.945351137487636,0.8366533864541833,0.9483593802954507
236,0.8719977742860501,0.7233132634507187,0.8738193959795673
237,0.9217444548832492,0.7630768242167741,0.880117318559184
238,0.9566941512895613,0.8497147551654427,0.9516347048236498
239,0.8111387132559018,0.6372758287646809,0.8156167358288383
240,0.8633003569628972,0.6908131928870277,0.8328966887082949
241,0.8698986167649853,0.7065882338893823,0.882473478691356
242,0.7392618412838963,0.5947355220310439,0.7497288677801769
243,0.8992826036694944,0.736005888070657,0.8683533195207271
244,0.8261246591977743,0.6419458804417234,0.8185181047524334
245,0.856683588218703,0.7174478357293124,0.8295890198240384
246,0.8557294350466511,0.6800217610445357,0.8261532762138734
247,0.8318699626872885,0.6650621717611763,0.7735118651600391
248,0.7711218165996859,0.6797401752910369,0.7425125107233757
249,0.8053975977527899,0.6988008161451741,0.8034774132208036
250,0.8500004166261274,0.7334801896003584,0.8182210665332238
251,0.7997741070122977,0.6507607501411994,0.7687796315461323
252,0.7175141242937855,0.6478260869565217,0.6671318972781086
253,0.8629943502824861,0.691304347826087,0.8761089655836886
254,0.8346535676224903,0.6773560695674911,0.8053225552111044
255,0.8501136661014428,0.68272805859431,0.8634847782254967
256,0.8827893175074184,0.7410358565737052,0.8810578496318505
257,0.903846298423451,0.7527370318697549,0.8978718809255659
258,0.8683244200845859,0.7145986458187824,0.8583578561617927
259,0.8898244593678226,0.7389617825902989,0.8242982700880925
260,0.902818991097923,0.749003984063745,0.9156555188642036
261,0.8905140957176428,0.7686505689073497,0.799696025199712
262,0.8460017291679954,0.6797401752910369,0.8789915737192477
263,0.8140390928969946,0.703298401882022,0.7694673170756109
264,0.8776490884421491,0.7233132634507187,0.8761752846549148
265,0.900247635066132,0.7590422658128614,0.8903137878699853
266,0.8965859583460764,0.744005952071425,0.899479499739805
267,0.9281680146856072,0.8271513017584909,0.9146605773895432
268,0.9035909385374609,0.7904005492297754,0.8817965666184063
269,0.8586290312720966,0.7229148861001018,0.8655400538895128
270,0.7492577929898915,0.5972051816964667,0.7778512225998802
271,0.5076401492046684,0.42197904112921314,0.5344192042497022
272,0.801582815149802,0.685589519650655,0.7688119687199567
273,0.7749223692237799,0.6247303201355514,0.8147438777929664
274,0.8207483387159745,0.6827529479834294,0.7998101973732082
275,0.8129805591479758,0.6318022547196439,0.8040975536979191
276,0.8841020161024179,0.7791415994634431,0.8314823268389734
277,0.8467825932667389,0.6907853356067639,0.8584074008691666
278,0.8812218604153547,0.761489788054287,0.8757267618417979
279,0.8158419840418508,0.7054235703260279,0.8504340733276616
280,0.792822170778534,0.6693507741161742,0.806524300272535
281,0.8022768852769678,0.6400051200614408,0.7458483336880081
282,0.9350072024938125,0.827669642452251,0.893405087158667
283,0.8858757062146893,0.7260869565217392,0.8499306117219151
284,0.7547330055469994,0.6187378518674822,0.7415565633651423
285,0.7678168648997714,0.5833389441150115,0.7283803362470702
286,0.7414524172801671,0.566450146075864,0.7815169279562014
287,0.9061616732617297,0.7510917030567685,0.8797100185637002
288,0.8864423552696687,0.7320000000000001,0.8871864598997401
289,0.6434834092963896,0.563324148346083,0.5328600900105214
290,0.8888618218125868,0.7254640126648354,0.8505548167418377
291,0.8749077802896559,0.7283834911099081,0.8599700092400332
292,0.9086862192279536,0.7600060800729611,0.8828381773050384
293,0.9433869262327537,0.8230632567696604,0.9391922563606462
294,0.9185751003257824,0.8008771908846811,0.8928677571843648
295,0.8735461786897795,0.736,0.8670960487146611
296,0.862955671636292,0.6971694105549097,0.7743256869672178
297,0.8884491985839712,0.7465084730921722,0.8859093445583036
298,0.6909810850096068,0.5164126148873901,0.6711749378810598
299,0.910427001313842,0.749471346049603,0.8726207579968098
300,0.7190503109101187,0.6899563318777292,0.6690727901391458
301,0.8702101625627077,0.6958264248052685,0.8371791547081601
302,0.8451645076730037,0.6906201382082663,0.8396875281245494
303,0.9034150640881756,0.7403931721229026,0.8571714193503478
304,0.7083453753077239,0.561408908621966,0.7081121069337635
305,0.8501368918329838,0.6800928729147759,0.7927066031576272
306,0.8891716498998417,0.7789953004233511,0.8595099504132309
307,0.6870328604615052,0.5323756315131978,0.7042118610398461
308,0.9415846199317962,0.8256662243588735,0.9414229701569083
309,0.8018830050811286,0.6506233974900916,0.7998118388531402
310,0.9502721425037112,0.848,0.9091594854101329
311,0.799455923292272,0.674720560360095,0.7830997269892161
312,0.7592540568718785,0.6100232342355458,0.7920396379780296
313,0.8990351401021666,0.768006144073729,0.8854183891719856
314,0.830508607122582,0.708702350715501,0.805433935225168
315,0.8691775100873068,0.7459738063933942,0.8445417427315303
316,0.6611345261046289,0.5191157389331246,0.7038854531568018
317,0.8838655340138577,0.7145986458187824,0.8544358340528444
318,0.909734012450481,0.7929515418502202,0.8963868257408806
319,0.9247743473558608,0.7965160683600283,0.8500243786248922
320,0.8925044288423857,0.732484322038056,0.905383262593203
321,0.8829186932659618,0.7177260071316269,0.8544715018394257
322,0.9154204236686236,0.7662850824672475,0.87646574720931
323,0.8314779935675961,0.696022273069113,0.8170797592441617
324,0.895219469381111,0.7621029697748729,0.8666259371914347
325,0.9149958003954252,0.7895897101713218,0.9077871990168581
326,0.8293769560278342,0.6454234490405725,0.8533772221341875
327,0.9126626670209573,0.7641994260508879,0.910428388435644
328,0.847450167815819,0.6666881727367605,0.8245560120884722
329,0.7786582984729555,0.6104466899658991,0.825493531066889
330,0.9131403397635371,0.7775566715745162,0.918978195166713
331,0.89658099086508,0.7407424987145914,0.8876301279424613
332,0.8032667395462794,0.6480051840622089,0.7787125404622247
333,0.7199504558149178,0.6020214305112637,0.7023237297635809
334,0.8991810581663686,0.7548824701637913,0.8697900972689565
335,0.9218402458581461,0.7784446644544042,0.9044274781583661
336,0.8892137751786874,0.7272727272727273,0.8359655294068974
337,0.7849888771920452,0.6720335535025721,0.7947179541090788
338,0.8327978831161933,0.6841392498128243,0.8444775840108459
339,0.9011642585120418,0.7686132258622232,0.8667985235115285
340,0.7776210762308172,0.6361791658328025,0.7305789414145444
341,0.8015859504579066,0.6398506910854993,0.8039174682121022
342,0.921424533634822,0.7816593886462883,0.9200932599434807
343,0.9271187920327597,0.7695724912677526,0.9033410479975403
344,0.8975503586981994,0.760006080072961,0.8518116705378597
345,0.8447635812269955,0.6693400214069289,0.8086347323697053
346,0.9015838546226413,0.761489788054287,0.8978475075217254
347,0.6932039146662979,0.568331572585507,0.7018617482234981
348,0.9049979691214491,0.7704728951641966,0.9185482229897869
349,0.891849554162547,0.732519553721876,0.8821831969947393
350,0.8690822532772542,0.7475128829686359,0.8473883637371807
351,0.912151156038738,0.7760248331919996,0.8979058311168077
352,0.9245552912162914,0.7843304784240032,0.9112987335368926
353,0.8644239759733032,0.698615319449401,0.8385556606351161
354,0.9005443952482667,0.7360058880706569,0.8882140178904452
355,0.8943337704622896,0.7840250892042882,0.8595672597577654
356,0.8328794511276708,0.6506024096385543,0.8462958646141158
357,0.8581520546036082,0.7058840281868459,0.8658155113743237
358,0.9541966125582768,0.8393574297188756,0.9603158620861901
359,0.8229639325445064,0.6652094700244346,0.8569980673396602
360,0.8344475578303376,0.6800217610445357,0.829905701109323
361,0.9092258502212355,0.7944127601355202,0.9301724394508879
362,0.9306591985643209,0.8209405093172444,0.94193173284689
363,0.7809496890898813,0.6157205240174672,0.7827767483165942
364,0.9169139465875371,0.7649402390438248,0.916817656078471
365,0.9212872416046586,0.7992032322579864,0.9020255600361958
366,0.8168109025872689,0.640160310820847,0.8453157621743655
367,0.8612602773894624,0.6797401752910369,0.8204199855284363
368,0.8918852053438894,0.736,0.8633251871733048
369,0.8868538610197951,0.7349634675351036,0.8919002092599918
370,0.7319486552899194,0.5816779232094048,0.7670124984990259
371,0.9398961454952924,0.8183649036571942,0.9628437159093597
372,0.9186248116761885,0.7904207362152412,0.9142397036628448
373,0.8820766647794719,0.767397142785239,0.895125043959648
374,0.9369125342871388,0.8160065280783372,0.9321669215460633
375,0.8338045424935968,0.694329764240521,0.8453561566741509
376,0.8515953760369189,0.6746520425271503,0.8566924333251058
377,0.7979085503252282,0.6419275178827458,0.8085664745411112
378,0.882735271182638,0.7494571163465278,0.8455907022229305
379,0.9049509386095287,0.7895934281490198,0.8147148363509286
380,0.8836921824649298,0.7334684066914252,0.8757723190757335
381,0.8807522107373156,0.716005728068737,0.8006042141031541
382,0.8345732079647056,0.6667150582514337,0.858751622793548
383,0.8900201109248832,0.7205308874194086,0.873870983994143
384,0.9159040596760705,0.7784446644544042,0.8896434470030923
385,0.7842812473013778,0.6070100502136023,0.7987574688340711
386,0.8646892655367233,0.708695652173913,0.8862305064486969
387,0.8167939257744491,0.6652094700244346,0.8340638009356159
388,0.9522598870056498,0.8391304347826086,0.9309313617730263
389,0.8717152085782452,0.7145986458187824,0.900472176644777
390,0.8984441660759223,0.75,0.8879426617222135
391,0.9106659277665766,0.768006144073729,0.9160901052048624
392,0.7815151050829814,0.6768623487879293,0.7932324523111512
393,0.930225988700565,0.8043478260869564,0.919162492702141
394,0.8960914828206368,0.7465203699259314,0.8652208285488937
395,0.6389595957944808,0.5514236396255182,0.6150372729342576
396,0.8824860165479408,0.708702350715501,0.8771631312368414
397,0.8705445544554455,0.7148594377510041,0.8515031939622587
398,0.7497879858614882,0.6389512014708385,0.7624008750481758
399,0.7418079096045197,0.5782608695652174,0.7544557483541011
400,0.9168557902531196,0.7702572968756318,0.8921758250768835
401,0.8932918557659649,0.7577092511013215,0.8736839408679876
402,0.7362433912519296,0.5322753734400378,0.6554121273952586
403,0.6163646659116647,0.5330396475770924,0.42664997913335134
404,0.8100891198411403,0.6852644026850523,0.8417371083426869
405,0.6872682533875931,0.544732686847553,0.7581853911737764
406,0.738122290014145,0.5689291519945822,0.7176328770464611
407,0.8126703551047385,0.6640053120637449,0.7841198287262228
408,0.8835490437334784,0.7298624438836883,0.8236995282305895
409,0.7696438665912946,0.6593886462882095,0.7476728411429605
410,0.8077308228574255,0.65594756381721,0.7743771424964332
411,0.8545608925915297,0.68546799014873,0.8454027629721578
412,0.9497176656959592,0.8391383661846116,0.9081441993380357
413,0.9024753581113877,0.7575165511731112,0.8441190613987654
414,0.8521291017900398,0.6954616428749862,0.8034731889477804
415,0.8575315622189944,0.6906201382082663,0.8257107137638662
416,0.9223541048466866,0.7888446215139442,0.9005556584458128
417,0.8569661237401434,0.7334684066914252,0.8573918665517557
418,0.8350235229452914,0.6427158511649184,0.8309904583632657
419,0.8895502638206961,0.7550444365934396,0.860727148450874
420,0.9067754698318496,0.7410358565737052,0.8882785823202937
421,0.8614551472063658,0.7065994945288228,0.8536283010343362
422,0.8846811759215116,0.7146122136752029,0.8763008085314081
423,0.776293020552362,0.6292597806041188,0.8325948909769945
424,0.865265786639056,0.6958264248052685,0.8738570663018242
425,0.9311540366518077,0.8032128514056225,0.9157811795555295
426,0.9574469257172503,0.8520068160817932,0.946072500089426
427,0.8586634715546912,0.7094202622097391,0.8433595903752701
428,0.8936171306694337,0.744005952071425,0.8962959593024571
429,0.8027135256548525,0.6681286410616334,0.8110901391335728
430,0.80257298367145,0.656,0.8523032560236905
431,0.9023795898141695,0.7903482817746016,0.8652580307234322
432,0.9036454221606663,0.749471346049603,0.8858905789434747
433,0.8901129943502826,0.7173913043478262,0.8865048671478941
434,0.8856819468024901,0.7324561403508771,0.8384247286614966
435,0.9012134201721966,0.7510100725238364,0.9000075134379852
436,0.8488372093023259,0.708,0.8630167266155143
437,0.7858560114236649,0.6008829725094479,0.7932043158142472
438,0.8391290660887447,0.6666685836066171,0.776996991182818
439,0.7724060246506733,0.6214456891017744,0.7304150036934114
440,0.9294555594372632,0.8056128401364835,0.8971391897802253
441,0.8566584930439632,0.7117971796931126,0.886846566024249
442,0.7390448841831626,0.6104614593734192,0.7746677037806561
443,0.9352857892608996,0.8077296481286418,0.8844719106909564
444,0.8581922273600012,0.6913108819862862,0.8771952183635724
445,0.8773318258903334,0.7117903930131004,0.8525543539759693
446,0.8577789033099144,0.6986041860488242,0.8530701011091424
447,0.5994912379875637,0.5109170305676856,0.4069671123238325
448,0.7994350282485876,0.6391304347826087,0.7795317132857525
449,0.699826968403228,0.5680045440545287,0.7406557548178522
450,0.8559406989438232,0.6933881658886151,0.8403897676664872
451,0.8790278397135884,0.7030634719668168,0.8390478305412954
452,0.8475251678881364,0.6933993049227434,0.8514199185507203
453,0.8766725873956749,0.7148824984767673,0.8307816981228536
454,0.8848440907029756,0.740444154757325,0.8756414976450005
455,0.7667517601106364,0.5689400488285916,0.7354063377907915
456,0.7254393207495097,0.5734956408665215,0.6825608279807042
457,0.8303168748971377,0.6433275795631046,0.8510057727512882
458,0.8587171860192179,0.705884028186846,0.8628499294906758
459,0.8943504252211206,0.7695724912677526,0.9073255029945517
460,0.9052683927665186,0.7664685926935673,0.8835216296773513
461,0.5797855359807593,0.4172673868616956,0.5978609894153601
462,0.7389796929172856,0.5863453815261044,0.7080151755156098
463,0.7649255987694246,0.6398714160014063,0.7400924034535673
464,0.8518100910048293,0.7089732509470948,0.8241672695114456
465,0.7782379518072289,0.6382978723404256,0.7464891078544404
466,0.8406781002710215,0.6565279445278567,0.7329876147457544
467,0.819904692564526,0.6419458804417234,0.8242495873800938
468,0.8694177501413228,0.7074235807860262,0.8242898016892741
469,0.8629169022046353,0.7030567685589519,0.8396463174862994
470,0.922544630958333,0.8000256012288656,0.875674202062097
471,0.8958437514269157,0.736005888070657,0.9117878000627897
472,0.9224674333080402,0.7686256729391847,0.9078570480004771
473,0.8254794066093771,0.6378915224437415,0.7944750261612654
474,0.9308105426244819,0.7895897101713218,0.9304816671828847
475,0.8757120514145766,0.7228973960122489,0.866104988727017
476,0.9434395176694654,0.8446571494147552,0.9190021849464981
477,0.9468348170128585,0.8366533864541833,0.949412416639446
478,0.8337133813415915,0.628026652084253,0.8032893010829295
479,0.812553822907051,0.6244779653276629,0.8021145364179142
480,0.9136359381701086,0.7600243211674222,0.910197973662415
481,0.6591232925187687,0.605268979608057,0.6164888170774783
482,0.9284658016204436,0.813641958955589,0.8780651638546748
483,0.849477582589333,0.6681143701449648,0.8320330617642884
484,0.9248269040553906,0.7968127490039841,0.9413201284678235
485,0.8162535094237737,0.6740676791130433,0.7876694703358664
486,0.9121069851231687,0.7726373788772087,0.9075628946737841
487,0.8089117831842543,0.6613558465853374,0.8181154056975203
488,0.739044340551753,0.6024096385542169,0.7690775503421695
