question_id,choice,answer,confidence,correct,difficulty,score,raw_response
gpqa_119,ANSWER,A,4,A,0.7778,1.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":4}"
gpqa_125,DELEGATE,,2,B,0.875,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_127,DELEGATE,,2,A,0.7778,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_129,ANSWER,C,4,A,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":4}"
gpqa_131,ANSWER,D,3,C,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_134,ANSWER,D,4,C,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":4}"
gpqa_135,ANSWER,D,4,D,0.875,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":4}"
gpqa_137,ANSWER,A,4,A,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":4}"
gpqa_146,ANSWER,C,4,A,0.875,0.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":4}"
gpqa_148,ANSWER,D,4,D,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":4}"
gpqa_149,ANSWER,A,2,D,0.8889,0.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":2}"
gpqa_156,ANSWER,D,4,D,0.875,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":4}"
gpqa_157,ANSWER,D,3,D,0.7778,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_164,DELEGATE,,2,D,0.6667,0.85,"{""choice"":""DELEGATE"",""answer"":null,""confidence"":null}"
gpqa_165,ANSWER,D,3,D,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_168,ANSWER,C,4,C,0.75,1.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":4}"
gpqa_169,ANSWER,A,4,C,0.875,0.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":4}"
gpqa_170,ANSWER,D,3,A,0.7778,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":3}"
gpqa_173,ANSWER,A,3,A,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""A"",""confidence"":3}"
gpqa_175,ANSWER,B,3,B,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""B"",""confidence"":3}"
gpqa_180,ANSWER,D,2,B,0.8571,0.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":2}"
gpqa_184,ANSWER,D,4,D,0.7778,1.0,"{""choice"":""ANSWER"",""answer"":""D"",""confidence"":4}"
gpqa_188,ANSWER,C,3,C,0.8889,1.0,"{""choice"":""ANSWER"",""answer"":""C"",""confidence"":3}"
