question_id,category,difficulty,dims_parsed,routing_choice,raw_response,declared_CE,declared_ER,declared_CI,declared_EM,declared_PI,declared_activation,routing_score
gpqa_059,relativistic_mechanics,0.8889,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 4, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,4,3,2,0.4,0.7
gpqa_061,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_064,organic_chemistry,0.75,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_065,high-energy_particle_physics,0.7778,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,3,3,2,0.3333,0.7
gpqa_069,chemistry_(general),0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_073,physics_(general),0.8889,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 4, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,4,3,2,0.4,0.7
gpqa_074,molecular_biology,0.4444,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,3,3,2,0.3333,0.5
gpqa_075,molecular_biology,0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_076,organic_chemistry,0.8889,5,DELEGATE,"{""CE"": 1, ""ER"": 1, ""CI"": 2, ""EM"": 2, ""PI"": 2, ""routing"": ""DELEGATE""}",1,1,2,2,2,0.4667,1.0
gpqa_078,organic_chemistry,0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_080,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_082,chemistry_(general),0.875,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 4, ""EM"": 4, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,4,4,2,0.3333,0.7
gpqa_083,physics_(general),0.8571,5,DELEGATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELEGATE""}",2,1,3,2,2,0.4667,1.0
gpqa_084,astrophysics,0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_087,molecular_biology,0.625,5,ANSWER,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""ANSWER""}",3,1,3,3,2,0.3333,0.0
gpqa_088,organic_chemistry,0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_090,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_094,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_097,organic_chemistry,0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_098,chemistry_(general),0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,3,2,0.4,0.7
gpqa_099,organic_chemistry,0.8889,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,3,3,2,0.3333,0.7
gpqa_100,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,3,3,2,0.3333,0.7
gpqa_101,molecular_biology,0.625,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_102,organic_chemistry,0.7778,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,3,3,2,0.3333,0.7
gpqa_103,physics_(general),0.8889,5,DELIBERATE,"{""CE"": 3, ""ER"": 1, ""CI"": 4, ""EM"": 3, ""PI"": 2, ""routing"": ""DELIBERATE""}",3,1,4,3,2,0.4,0.7
gpqa_104,astrophysics,0.7778,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_106,molecular_biology,0.8889,5,ANSWER,"{""CE"": 3, ""ER"": 1, ""CI"": 3, ""EM"": 3, ""PI"": 2, ""routing"": ""ANSWER""}",3,1,3,3,2,0.3333,0.0
gpqa_110,organic_chemistry,0.875,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
gpqa_113,organic_chemistry,0.625,5,ANSWER,"{""CE"": 3, ""ER"": 1, ""CI"": 4, ""EM"": 3, ""PI"": 2, ""routing"": ""ANSWER""}",3,1,4,3,2,0.4,0.0
gpqa_114,physics_(general),0.8889,5,DELIBERATE,"{""CE"": 2, ""ER"": 1, ""CI"": 3, ""EM"": 2, ""PI"": 2, ""routing"": ""DELIBERATE""}",2,1,3,2,2,0.4667,0.7
