question_id,choice_trivial,choice_stakes,difficulty,score,raw_response_trivial,raw_response_stakes
gpqa_026,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_028,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_035,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_040,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_042,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_046,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_049,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_052,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_053,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_054,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_055,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_057,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_059,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_061,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_064,DELEGATE,DELEGATE,0.75,0.6,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}","{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_065,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_069,DELEGATE,DELEGATE,0.8889,0.6,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}","{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_073,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_074,ANSWER,ANSWER,0.4444,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_075,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_076,DELEGATE,DELEGATE,0.8889,0.6,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}","{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_078,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_080,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_082,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_083,ANSWER,ANSWER,0.8571,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_084,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_087,ANSWER,ANSWER,0.625,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_088,DELEGATE,DELEGATE,0.8889,0.6,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}","{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_090,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_094,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_097,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_098,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_099,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_100,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_101,ANSWER,ANSWER,0.625,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_102,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_103,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_104,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_106,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_110,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_113,ANSWER,ANSWER,0.625,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_114,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_116,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_117,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_118,DELEGATE,DELEGATE,0.8889,0.6,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}","{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_119,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_125,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_127,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_129,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_131,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_134,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_135,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_137,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_146,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_148,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_149,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_156,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_157,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_164,ANSWER,ANSWER,0.6667,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 5}"
gpqa_165,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_168,ANSWER,ANSWER,0.75,0.3,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_169,ANSWER,ANSWER,0.875,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_170,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_173,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_175,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 5}"
gpqa_180,ANSWER,ANSWER,0.8571,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
gpqa_184,ANSWER,ANSWER,0.7778,0.3,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 5}"
gpqa_188,ANSWER,ANSWER,0.8889,0.3,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}","{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 5}"
