question_id,choice,answer,score,raw_response
gpqa_065,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_069,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_073,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_074,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_075,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_076,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_078,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_080,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_082,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_083,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_084,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_087,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_088,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_090,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_094,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_097,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_098,ANSWER,C,0.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_099,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_100,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_101,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_102,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_103,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_104,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_106,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_110,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_113,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_114,ANSWER,C,0.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_116,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_117,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_118,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_119,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_125,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_127,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_129,ANSWER,C,0.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_131,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_134,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_135,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_137,ANSWER,A,1.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_146,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_148,ANSWER,B,0.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_149,DELEGATE,,0.9,"{""choice"": ""DELEGATE"", ""answer"": null, ""confidence"": null}"
gpqa_156,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_157,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_164,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_165,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_168,ANSWER,A,0.0,"{""choice"": ""ANSWER"", ""answer"": ""A"", ""confidence"": 4}"
gpqa_169,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
gpqa_170,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_173,ANSWER,D,0.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_175,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_180,ANSWER,B,1.0,"{""choice"": ""ANSWER"", ""answer"": ""B"", ""confidence"": 4}"
gpqa_184,ANSWER,D,1.0,"{""choice"": ""ANSWER"", ""answer"": ""D"", ""confidence"": 4}"
gpqa_188,ANSWER,C,1.0,"{""choice"": ""ANSWER"", ""answer"": ""C"", ""confidence"": 4}"
